code,term
L161,Emergency bypass of aorta by anastomosis of axillary artery to femoral artery
L162,Bypass of aorta by anastomosis of axillary artery to femoral artery
L163,Bypass of aorta by anastomosis of axillary artery to bilateral femoral arteries
L206,Emergency bypass of bifurcation of aorta by anastomosis of aorta to iliac artery NEC
L216,Bypass of bifurcation of aorta by anastomosis of aorta to iliac artery NEC
L501,Emergency bypass of common iliac artery by anastomosis of aorta to common iliac artery NEC
L502,Emergency bypass of iliac artery by anastomosis of aorta to external iliac artery NEC
L503,Emergency bypass of artery of leg by anastomosis of aorta to common femoral artery NEC
L504,Emergency bypass of artery of leg by anastomosis of aorta to deep femoral artery NEC
L505,Emergency bypass of iliac artery by anastomosis of iliac artery to iliac artery NEC
L506,Emergency bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC
L508,Other specified other emergency bypass of iliac artery
L509,Unspecified other emergency bypass of iliac artery
L511,Bypass of common iliac artery by anastomosis of aorta to common iliac artery NEC
L512,Bypass of iliac artery by anastomosis of aorta to external iliac artery NEC
L513,Bypass of artery of leg by anastomosis of aorta to common femoral artery NEC
L514,Bypass of artery of leg by anastomosis of aorta to deep femoral artery NEC
L515,Bypass of iliac artery by anastomosis of iliac artery to iliac artery NEC
L516,Bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC
L518,Other specified other bypass of iliac artery
L519,Unspecified other bypass of iliac artery
L521,Endarterectomy of iliac artery and patch repair of iliac artery
L522,Endarterectomy of iliac artery NEC
L528,Other specified reconstruction of iliac artery
L529,Unspecified reconstruction of iliac artery
L581,Emergency bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC
L582,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
L583,Emergency bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
L584,Emergency bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC
L585,Emergency bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC
L586,Emergency bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC
L587,Emergency bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC
L588,Other specified other emergency bypass of femoral artery
L589,Unspecified other emergency bypass of femoral artery
L591,Bypass of femoral artery by anastomosis of femoral artery to femoral artery NEC
L592,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis NEC
L593,Bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft NEC
L594,Bypass of femoral artery by anastomosis of femoral artery to tibial artery using prosthesis NEC
L595,Bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft NEC
L596,Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using prosthesis NEC
L597,Bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft NEC
L598,Other specified other bypass of femoral artery
L599,Unspecified other bypass of femoral artery
L601,Endarterectomy of femoral artery and patch repair of femoral artery
L602,Endarterectomy of femoral artery NEC
L603,Profundaplasty of femoral artery and patch repair of deep femoral artery
L604,Profundaplasty of femoral artery NEC
L608,Other specified reconstruction of femoral artery
L609,Unspecified reconstruction of femoral artery
L652,Revision of reconstruction involving iliac artery
L653,Revision of reconstruction involving femoral artery
